arm,bar,rsi_kind,style,params,n_periods,start,end,years,cagr_pct,maxdd_pct,exc_spy,t_spy,exc_ew9,t_ew9,ann_turnover,pct_in_mkt,n_rebal,exc_spy_h1,exc_spy_h2,N,H,E,X
mult_raw,3M,wilder,乙,"E=10,X=50,H=2",103,2000-10-02,2026-07-01,25.74,6.532,-42.961,-1.9696,-1.066,-2.6831,-1.487,1.02,79.61,60.0,1.344,-5.5479,,2.0,10.0,50.0
mult,3M,wilder,乙,"E=10,X=55,H=2",103,2000-10-02,2026-07-01,25.74,5.6604,-47.101,-2.8411,-1.212,-3.5546,-1.531,0.91,67.96,48.0,2.3561,-8.3571,,2.0,10.0,55.0
price,3M,wilder,乙,"E=10,X=55,H=2",103,2000-10-02,2026-07-01,25.74,1.8221,-69.103,-6.6794,-2.179,-7.3929,-2.494,0.48,35.92,27.0,-6.5097,-6.8474,,2.0,10.0,55.0
mult_raw,3M,wilder,乙,"E=10,X=55,H=2",103,2000-10-02,2026-07-01,25.74,6.1163,-42.961,-2.3853,-1.242,-3.0988,-1.67,1.02,80.58,60.0,1.0778,-6.1197,,2.0,10.0,55.0
mult,3M,wilder,乙,"E=10,X=60,H=2",103,2000-10-02,2026-07-01,25.74,5.7348,-47.073,-2.7668,-1.186,-3.4803,-1.496,0.85,67.96,48.0,2.2091,-8.0587,,2.0,10.0,60.0
price,3M,wilder,乙,"E=10,X=60,H=2",103,2000-10-02,2026-07-01,25.74,2.9283,-68.804,-5.5732,-1.668,-6.2867,-1.958,0.48,36.89,26.0,-6.3855,-4.6358,,2.0,10.0,60.0
mult_raw,3M,wilder,乙,"E=10,X=60,H=2",103,2000-10-02,2026-07-01,25.74,5.5637,-42.961,-2.9378,-1.523,-3.6513,-1.989,0.96,80.58,56.0,0.9636,-7.128,,2.0,10.0,60.0
mult,3M,wilder,乙,"E=10,X=65,H=2",103,2000-10-02,2026-07-01,25.74,6.0609,-43.731,-2.4406,-1.074,-3.1541,-1.384,0.84,67.96,49.0,2.8543,-8.0554,,2.0,10.0,65.0
price,3M,wilder,乙,"E=10,X=65,H=2",103,2000-10-02,2026-07-01,25.74,3.0041,-68.208,-5.4975,-1.644,-6.211,-1.933,0.51,37.86,27.0,-6.2436,-4.6358,,2.0,10.0,65.0
mult_raw,3M,wilder,乙,"E=10,X=65,H=2",103,2000-10-02,2026-07-01,25.74,6.0213,-42.961,-2.4802,-1.316,-3.1937,-1.747,0.93,81.55,55.0,0.8948,-6.1226,,2.0,10.0,65.0
mult,3M,wilder,乙,"E=10,X=70,H=2",103,2000-10-02,2026-07-01,25.74,6.8793,-43.742,-1.6223,-0.752,-2.3358,-1.039,0.84,69.9,49.0,3.5723,-7.1357,,2.0,10.0,70.0
price,3M,wilder,乙,"E=10,X=70,H=2",103,2000-10-02,2026-07-01,25.74,3.6372,-65.86,-4.8644,-1.442,-5.5779,-1.719,0.53,40.78,28.0,-5.1244,-4.5561,,2.0,10.0,70.0
mult_raw,3M,wilder,乙,"E=10,X=70,H=2",103,2000-10-02,2026-07-01,25.74,6.0496,-42.961,-2.4519,-1.3,-3.1654,-1.735,0.93,81.55,56.0,0.9324,-6.1039,,2.0,10.0,70.0
mult,3M,wilder,乙,"E=10,X=75,H=2",103,2000-10-02,2026-07-01,25.74,6.4961,-43.742,-2.0054,-1.024,-2.719,-1.351,0.79,71.84,48.0,2.0714,-6.3773,,2.0,10.0,75.0
price,3M,wilder,乙,"E=10,X=75,H=2",103,2000-10-02,2026-07-01,25.74,4.4585,-61.571,-4.0431,-1.202,-4.7566,-1.466,0.52,41.75,28.0,-3.5709,-4.5561,,2.0,10.0,75.0
mult_raw,3M,wilder,乙,"E=10,X=75,H=2",103,2000-10-02,2026-07-01,25.74,5.8914,-42.961,-2.6101,-1.385,-3.3236,-1.89,0.86,82.52,56.0,1.3164,-6.8264,,2.0,10.0,75.0
mult,3M,wilder,乙,"E=10,X=80,H=2",103,2000-10-02,2026-07-01,25.74,7.5353,-48.288,-0.9662,-0.584,-1.6797,-0.869,0.8,77.67,48.0,2.0868,-4.2717,,2.0,10.0,80.0
price,3M,wilder,乙,"E=10,X=80,H=2",103,2000-10-02,2026-07-01,25.74,5.2449,-60.134,-3.2566,-0.961,-3.9701,-1.218,0.49,47.57,28.0,-2.8803,-3.6656,,2.0,10.0,80.0
mult_raw,3M,wilder,乙,"E=10,X=80,H=2",103,2000-10-02,2026-07-01,25.74,6.1335,-42.961,-2.368,-1.294,-3.0815,-1.828,0.86,82.52,56.0,1.5317,-6.5567,,2.0,10.0,80.0
mult,3M,wilder,乙,"E=10,X=85,H=2",103,2000-10-02,2026-07-01,25.74,8.3953,-45.804,-0.1062,-0.053,-0.8197,-0.352,0.72,92.23,46.0,2.0446,-2.4552,,2.0,10.0,85.0
price,3M,wilder,乙,"E=10,X=85,H=2",103,2000-10-02,2026-07-01,25.74,4.745,-60.148,-3.7565,-1.103,-4.47,-1.376,0.45,51.46,26.0,-4.7584,-2.6111,,2.0,10.0,85.0
mult_raw,3M,wilder,乙,"E=10,X=85,H=2",103,2000-10-02,2026-07-01,25.74,6.0682,-42.961,-2.4333,-1.365,-3.1468,-1.914,0.77,82.52,54.0,0.9958,-6.1323,,2.0,10.0,85.0
mult,3M,wilder,乙,"E=10,X=90,H=2",103,2000-10-02,2026-07-01,25.74,8.436,-44.291,-0.0655,-0.142,-0.779,-0.496,0.6,95.15,45.0,2.0667,-2.3946,,2.0,10.0,90.0
price,3M,wilder,乙,"E=10,X=90,H=2",103,2000-10-02,2026-07-01,25.74,7.6531,-56.014,-0.8484,-0.032,-1.5619,-0.209,0.48,64.08,27.0,-3.8742,2.6345,,2.0,10.0,90.0
mult_raw,3M,wilder,乙,"E=10,X=90,H=2",103,2000-10-02,2026-07-01,25.74,8.2535,-42.361,-0.248,-0.26,-0.9615,-0.697,0.68,95.15,51.0,1.5016,-2.1658,,2.0,10.0,90.0
mult,3M,wilder,乙,"E=10,X=95,H=2",103,2000-10-02,2026-07-01,25.74,8.0023,-42.664,-0.4993,-0.215,-1.2128,-0.591,0.4,99.03,36.0,1.792,-2.9978,,2.0,10.0,95.0
price,3M,wilder,乙,"E=10,X=95,H=2",103,2000-10-02,2026-07-01,25.74,6.8559,-46.212,-1.6456,-0.195,-2.3591,-0.448,0.48,81.55,30.0,-0.9284,-2.4358,,2.0,10.0,95.0
mult_raw,3M,wilder,乙,"E=10,X=95,H=2",103,2000-10-02,2026-07-01,25.74,8.704,-42.734,0.2025,0.126,-0.511,-0.451,0.46,100.0,43.0,1.3002,-1.009,,2.0,10.0,95.0
mult,3M,wilder,乙,"E=15,X=50,H=2",103,2000-10-02,2026-07-01,25.74,10.4288,-40.529,1.9273,1.0,1.2138,0.724,1.19,90.29,67.0,4.1998,-0.5539,,2.0,15.0,50.0
price,3M,wilder,乙,"E=15,X=50,H=2",103,2000-10-02,2026-07-01,25.74,2.8956,-62.593,-5.6059,-2.047,-6.3194,-2.475,0.55,37.86,31.0,-4.6599,-6.6384,,2.0,15.0,50.0
mult_raw,3M,wilder,乙,"E=15,X=50,H=2",103,2000-10-02,2026-07-01,25.74,8.7372,-39.497,0.2357,0.178,-0.4778,-0.116,1.14,91.26,67.0,2.8117,-2.5666,,2.0,15.0,50.0
mult,3M,wilder,乙,"E=15,X=55,H=2",103,2000-10-02,2026-07-01,25.74,10.1625,-40.529,1.661,0.854,0.9475,0.567,1.18,90.29,67.0,3.6485,-0.5152,,2.0,15.0,55.0
price,3M,wilder,乙,"E=15,X=55,H=2",103,2000-10-02,2026-07-01,25.74,3.138,-62.593,-5.3636,-1.964,-6.0771,-2.382,0.54,38.83,31.0,-4.1973,-6.6384,,2.0,15.0,55.0
mult_raw,3M,wilder,乙,"E=15,X=55,H=2",103,2000-10-02,2026-07-01,25.74,8.1541,-39.497,-0.3474,-0.159,-1.0609,-0.446,1.14,91.26,67.0,2.1836,-3.1014,,2.0,15.0,55.0
mult,3M,wilder,乙,"E=15,X=60,H=2",103,2000-10-02,2026-07-01,25.74,10.1106,-41.153,1.609,0.842,0.8955,0.541,1.16,91.26,68.0,3.1788,-0.1175,,2.0,15.0,60.0
price,3M,wilder,乙,"E=15,X=60,H=2",103,2000-10-02,2026-07-01,25.74,1.2868,-62.927,-7.2147,-2.096,-7.9283,-2.62,0.55,40.78,32.0,-4.0796,-10.6023,,2.0,15.0,60.0
mult_raw,3M,wilder,乙,"E=15,X=60,H=2",103,2000-10-02,2026-07-01,25.74,7.836,-39.497,-0.6656,-0.33,-1.3791,-0.611,1.06,91.26,63.0,1.8355,-3.3874,,2.0,15.0,60.0
mult,3M,wilder,乙,"E=15,X=65,H=2",103,2000-10-02,2026-07-01,25.74,9.9731,-40.529,1.4715,0.765,0.758,0.467,1.13,91.26,67.0,2.9937,-0.2033,,2.0,15.0,65.0
price,3M,wilder,乙,"E=15,X=65,H=2",103,2000-10-02,2026-07-01,25.74,1.7223,-61.45,-6.7792,-1.955,-7.4927,-2.448,0.61,42.72,33.0,-3.3689,-10.4563,,2.0,15.0,65.0
mult_raw,3M,wilder,乙,"E=15,X=65,H=2",103,2000-10-02,2026-07-01,25.74,7.8812,-39.497,-0.6203,-0.307,-1.3338,-0.589,1.03,91.26,61.0,1.589,-3.0313,,2.0,15.0,65.0
mult,3M,wilder,乙,"E=15,X=70,H=2",103,2000-10-02,2026-07-01,25.74,10.0141,-40.54,1.5125,0.796,0.799,0.496,1.07,90.29,64.0,3.6807,-0.8568,,2.0,15.0,70.0
price,3M,wilder,乙,"E=15,X=70,H=2",103,2000-10-02,2026-07-01,25.74,2.4245,-57.631,-6.077,-1.717,-6.7905,-2.18,0.67,45.63,36.0,-2.0589,-10.3871,,2.0,15.0,70.0
mult_raw,3M,wilder,乙,"E=15,X=70,H=2",103,2000-10-02,2026-07-01,25.74,8.1439,-39.497,-0.3576,-0.161,-1.0711,-0.451,1.03,91.26,62.0,1.7211,-2.6291,,2.0,15.0,70.0
mult,3M,wilder,乙,"E=15,X=75,H=2",103,2000-10-02,2026-07-01,25.74,10.113,-40.54,1.6114,0.879,0.8979,0.557,1.04,92.23,65.0,2.7252,0.3797,,2.0,15.0,75.0
price,3M,wilder,乙,"E=15,X=75,H=2",103,2000-10-02,2026-07-01,25.74,3.2446,-52.433,-5.2569,-1.482,-5.9704,-1.919,0.64,46.6,35.0,-0.44,-10.3871,,2.0,15.0,75.0
mult_raw,3M,wilder,乙,"E=15,X=75,H=2",103,2000-10-02,2026-07-01,25.74,7.6454,-39.652,-0.8561,-0.383,-1.5697,-0.683,0.97,92.23,60.0,1.6133,-3.5442,,2.0,15.0,75.0
mult,3M,wilder,乙,"E=15,X=80,H=2",103,2000-10-02,2026-07-01,25.74,10.0755,-42.596,1.574,0.8,0.8605,0.526,0.97,91.26,63.0,3.2515,-0.2689,,2.0,15.0,80.0
price,3M,wilder,乙,"E=15,X=80,H=2",103,2000-10-02,2026-07-01,25.74,3.6229,-52.486,-4.8787,-1.388,-5.5922,-1.848,0.65,52.43,37.0,0.0243,-10.0964,,2.0,15.0,80.0
mult_raw,3M,wilder,乙,"E=15,X=80,H=2",103,2000-10-02,2026-07-01,25.74,7.954,-39.663,-0.5475,-0.232,-1.261,-0.573,0.94,90.29,61.0,1.7766,-3.0812,,2.0,15.0,80.0
mult,3M,wilder,乙,"E=15,X=85,H=2",103,2000-10-02,2026-07-01,25.74,10.4103,-42.026,1.9088,1.229,1.1953,1.02,0.86,100.0,62.0,3.2228,0.4588,,2.0,15.0,85.0
price,3M,wilder,乙,"E=15,X=85,H=2",103,2000-10-02,2026-07-01,25.74,3.3399,-52.486,-5.1616,-1.458,-5.8751,-1.948,0.57,55.34,34.0,-1.3438,-9.2643,,2.0,15.0,85.0
mult_raw,3M,wilder,乙,"E=15,X=85,H=2",103,2000-10-02,2026-07-01,25.74,7.0808,-42.198,-1.4208,-0.894,-2.1343,-1.463,0.8,92.23,61.0,1.4088,-4.4902,,2.0,15.0,85.0
mult,3M,wilder,乙,"E=15,X=90,H=2",103,2000-10-02,2026-07-01,25.74,10.6844,-43.225,2.1829,1.386,1.4694,1.286,0.72,100.0,63.0,3.4956,0.7337,,2.0,15.0,90.0
price,3M,wilder,乙,"E=15,X=90,H=2",103,2000-10-02,2026-07-01,25.74,5.8793,-52.486,-2.6222,-0.421,-3.3357,-0.708,0.58,67.96,35.0,0.2319,-5.7167,,2.0,15.0,90.0
mult_raw,3M,wilder,乙,"E=15,X=90,H=2",103,2000-10-02,2026-07-01,25.74,9.0797,-42.429,0.5782,0.304,-0.1353,-0.096,0.69,99.03,56.0,2.1108,-1.1066,,2.0,15.0,90.0
mult,3M,wilder,乙,"E=15,X=95,H=2",103,2000-10-02,2026-07-01,25.74,9.5857,-41.614,1.0842,0.813,0.3707,0.451,0.45,100.0,49.0,3.1642,-1.1904,,2.0,15.0,95.0
price,3M,wilder,乙,"E=15,X=95,H=2",103,2000-10-02,2026-07-01,25.74,9.0488,-46.269,0.5472,0.516,-0.1663,0.405,0.57,90.29,40.0,3.0668,-2.1955,,2.0,15.0,95.0
mult_raw,3M,wilder,乙,"E=15,X=95,H=2",103,2000-10-02,2026-07-01,25.74,9.3362,-43.098,0.8347,0.649,0.1212,0.213,0.46,100.0,48.0,2.9469,-1.4741,,2.0,15.0,95.0
mult,3M,wilder,乙,"E=20,X=50,H=2",103,2000-10-02,2026-07-01,25.74,8.9097,-40.529,0.4081,0.235,-0.3054,-0.091,1.26,93.2,78.0,2.9877,-2.3981,,2.0,20.0,50.0
price,3M,wilder,乙,"E=20,X=50,H=2",103,2000-10-02,2026-07-01,25.74,2.6931,-58.075,-5.8085,-2.333,-6.522,-2.82,0.56,39.81,32.0,-4.2587,-7.5009,,2.0,20.0,50.0
mult_raw,3M,wilder,乙,"E=20,X=50,H=2",103,2000-10-02,2026-07-01,25.74,9.616,-40.082,1.1144,0.718,0.4009,0.316,1.27,95.15,80.0,3.2833,-1.2553,,2.0,20.0,50.0
mult,3M,wilder,乙,"E=20,X=55,H=2",103,2000-10-02,2026-07-01,25.74,8.3823,-40.529,-0.1192,-0.074,-0.8327,-0.418,1.25,93.2,79.0,2.485,-2.9512,,2.0,20.0,55.0
price,3M,wilder,乙,"E=20,X=55,H=2",103,2000-10-02,2026-07-01,25.74,2.9332,-58.075,-5.5683,-2.246,-6.2818,-2.721,0.56,40.78,33.0,-3.7974,-7.5009,,2.0,20.0,55.0
mult_raw,3M,wilder,乙,"E=20,X=55,H=2",103,2000-10-02,2026-07-01,25.74,9.0837,-40.082,0.5822,0.309,-0.1313,-0.089,1.27,95.15,81.0,2.6392,-1.6672,,2.0,20.0,55.0
mult,3M,wilder,乙,"E=20,X=60,H=2",103,2000-10-02,2026-07-01,25.74,7.8854,-39.486,-0.6161,-0.432,-1.3296,-0.818,1.15,93.2,75.0,2.3173,-3.7958,,2.0,20.0,60.0
price,3M,wilder,乙,"E=20,X=60,H=2",103,2000-10-02,2026-07-01,25.74,1.0348,-59.285,-7.4667,-2.374,-8.1802,-2.983,0.57,42.72,33.0,-3.7774,-11.4348,,2.0,20.0,60.0
mult_raw,3M,wilder,乙,"E=20,X=60,H=2",103,2000-10-02,2026-07-01,25.74,8.3367,-40.082,-0.1648,-0.22,-0.8784,-0.607,1.19,96.12,75.0,1.6083,-2.1082,,2.0,20.0,60.0
mult,3M,wilder,乙,"E=20,X=65,H=2",103,2000-10-02,2026-07-01,25.74,7.8822,-40.529,-0.6194,-0.426,-1.3329,-0.813,1.12,93.2,74.0,2.3046,-3.789,,2.0,20.0,65.0
price,3M,wilder,乙,"E=20,X=65,H=2",103,2000-10-02,2026-07-01,25.74,1.4175,-56.857,-7.0841,-2.258,-7.7976,-2.837,0.65,45.63,35.0,-3.0496,-11.4107,,2.0,20.0,65.0
mult_raw,3M,wilder,乙,"E=20,X=65,H=2",103,2000-10-02,2026-07-01,25.74,8.3528,-40.082,-0.1488,-0.207,-0.8623,-0.599,1.12,96.12,75.0,1.4799,-1.9363,,2.0,20.0,65.0
mult,3M,wilder,乙,"E=20,X=70,H=2",103,2000-10-02,2026-07-01,25.74,8.1949,-40.54,-0.3066,-0.257,-1.0201,-0.647,1.05,93.2,71.0,3.158,-4.0437,,2.0,20.0,70.0
price,3M,wilder,乙,"E=20,X=70,H=2",103,2000-10-02,2026-07-01,25.74,2.4113,-52.584,-6.0903,-1.891,-6.8038,-2.417,0.7,48.54,38.0,-1.2659,-11.2279,,2.0,20.0,70.0
mult_raw,3M,wilder,乙,"E=20,X=70,H=2",103,2000-10-02,2026-07-01,25.74,8.4895,-40.082,-0.012,-0.108,-0.7255,-0.512,1.1,96.12,74.0,1.4112,-1.5772,,2.0,20.0,70.0
mult,3M,wilder,乙,"E=20,X=75,H=2",103,2000-10-02,2026-07-01,25.74,8.5662,-40.54,0.0647,-0.022,-0.6488,-0.417,1.02,94.17,71.0,3.1209,-3.2448,,2.0,20.0,75.0
price,3M,wilder,乙,"E=20,X=75,H=2",103,2000-10-02,2026-07-01,25.74,2.7455,-52.433,-5.756,-1.799,-6.4695,-2.312,0.66,48.54,38.0,-0.5902,-11.2403,,2.0,20.0,75.0
mult_raw,3M,wilder,乙,"E=20,X=75,H=2",103,2000-10-02,2026-07-01,25.74,8.0014,-40.529,-0.5001,-0.401,-1.2136,-0.83,1.04,96.12,73.0,1.5033,-2.6906,,2.0,20.0,75.0
mult,3M,wilder,乙,"E=20,X=80,H=2",103,2000-10-02,2026-07-01,25.74,9.3234,-42.596,0.8219,0.482,0.1084,0.09,0.97,95.15,71.0,3.6573,-2.2555,,2.0,20.0,80.0
price,3M,wilder,乙,"E=20,X=80,H=2",103,2000-10-02,2026-07-01,25.74,3.1894,-52.484,-5.3122,-1.691,-6.0257,-2.237,0.68,54.37,42.0,-0.128,-10.815,,2.0,20.0,80.0
mult_raw,3M,wilder,乙,"E=20,X=80,H=2",103,2000-10-02,2026-07-01,25.74,8.6454,-40.54,0.1439,0.097,-0.5696,-0.357,0.99,96.12,73.0,1.6444,-1.5055,,2.0,20.0,80.0
mult,3M,wilder,乙,"E=20,X=85,H=2",103,2000-10-02,2026-07-01,25.74,9.4287,-42.026,0.9272,0.71,0.2137,0.222,0.83,100.0,71.0,3.5369,-1.9114,,2.0,20.0,85.0
price,3M,wilder,乙,"E=20,X=85,H=2",103,2000-10-02,2026-07-01,25.74,3.0027,-52.503,-5.4988,-1.736,-6.2123,-2.31,0.58,57.28,37.0,-1.5157,-9.7729,,2.0,20.0,85.0
mult_raw,3M,wilder,乙,"E=20,X=85,H=2",103,2000-10-02,2026-07-01,25.74,7.7761,-42.944,-0.7254,-0.731,-1.4389,-1.462,0.83,97.09,73.0,1.2891,-2.9276,,2.0,20.0,85.0
mult,3M,wilder,乙,"E=20,X=90,H=2",103,2000-10-02,2026-07-01,25.74,9.7193,-43.225,1.2178,0.902,0.5043,0.48,0.66,100.0,65.0,3.8602,-1.6558,,2.0,20.0,90.0
price,3M,wilder,乙,"E=20,X=90,H=2",103,2000-10-02,2026-07-01,25.74,5.5741,-52.503,-2.9274,-0.588,-3.6409,-0.925,0.59,69.9,38.0,0.1395,-6.2461,,2.0,20.0,90.0
mult_raw,3M,wilder,乙,"E=20,X=90,H=2",103,2000-10-02,2026-07-01,25.74,8.848,-42.762,0.3465,0.133,-0.367,-0.493,0.67,99.03,65.0,2.2079,-1.6926,,2.0,20.0,90.0
mult,3M,wilder,乙,"E=20,X=95,H=2",103,2000-10-02,2026-07-01,25.74,9.1899,-41.614,0.6884,0.588,-0.0251,0.0,0.4,100.0,51.0,3.6205,-2.4908,,2.0,20.0,95.0
price,3M,wilder,乙,"E=20,X=95,H=2",103,2000-10-02,2026-07-01,25.74,8.7495,-44.955,0.248,0.387,-0.4655,0.223,0.56,93.2,41.0,2.9993,-2.7401,,2.0,20.0,95.0
mult_raw,3M,wilder,乙,"E=20,X=95,H=2",103,2000-10-02,2026-07-01,25.74,8.9418,-43.232,0.4402,0.331,-0.2733,-0.386,0.43,100.0,53.0,2.7157,-2.0425,,2.0,20.0,95.0
mult,3M,wilder,乙,"E=25,X=50,H=2",103,2000-10-02,2026-07-01,25.74,10.287,-40.529,1.7854,1.068,1.0719,0.65,1.26,94.17,80.0,4.2517,-0.9018,,2.0,25.0,50.0
price,3M,wilder,乙,"E=25,X=50,H=2",103,2000-10-02,2026-07-01,25.74,6.6378,-52.045,-1.8637,-0.809,-2.5772,-1.029,0.79,55.34,42.0,0.1795,-4.0952,,2.0,25.0,50.0
mult_raw,3M,wilder,乙,"E=25,X=50,H=2",103,2000-10-02,2026-07-01,25.74,10.4481,-42.416,1.9466,1.095,1.2331,0.684,1.22,96.12,80.0,2.8261,0.9699,,2.0,25.0,50.0
mult,3M,wilder,乙,"E=25,X=55,H=2",103,2000-10-02,2026-07-01,25.74,9.2467,-40.529,0.7451,0.479,0.0316,0.085,1.26,95.15,83.0,2.7759,-1.4763,,2.0,25.0,55.0
price,3M,wilder,乙,"E=25,X=55,H=2",103,2000-10-02,2026-07-01,25.74,6.6734,-52.045,-1.8281,-0.803,-2.5416,-1.024,0.8,56.31,43.0,-0.0982,-3.7224,,2.0,25.0,55.0
mult_raw,3M,wilder,乙,"E=25,X=55,H=2",103,2000-10-02,2026-07-01,25.74,9.9002,-42.416,1.3987,0.738,0.6852,0.358,1.21,96.12,81.0,2.2323,0.4735,,2.0,25.0,55.0
mult,3M,wilder,乙,"E=25,X=60,H=2",103,2000-10-02,2026-07-01,25.74,9.0872,-39.486,0.5856,0.381,-0.1279,-0.022,1.18,95.15,80.0,2.5656,-1.5811,,2.0,25.0,60.0
price,3M,wilder,乙,"E=25,X=60,H=2",103,2000-10-02,2026-07-01,25.74,4.6456,-52.433,-3.8559,-1.076,-4.5694,-1.356,0.82,58.25,44.0,-0.1122,-7.8821,,2.0,25.0,60.0
mult_raw,3M,wilder,乙,"E=25,X=60,H=2",103,2000-10-02,2026-07-01,25.74,8.8413,-40.529,0.3398,0.156,-0.3737,-0.253,1.15,97.09,79.0,1.7999,-1.266,,2.0,25.0,60.0
mult,3M,wilder,乙,"E=25,X=65,H=2",103,2000-10-02,2026-07-01,25.74,8.851,-40.529,0.3495,0.211,-0.364,-0.168,1.16,95.15,81.0,2.2388,-1.7196,,2.0,25.0,65.0
price,3M,wilder,乙,"E=25,X=65,H=2",103,2000-10-02,2026-07-01,25.74,5.3565,-52.433,-3.1451,-0.831,-3.8586,-1.09,0.86,60.19,45.0,0.5464,-7.1173,,2.0,25.0,65.0
mult_raw,3M,wilder,乙,"E=25,X=65,H=2",103,2000-10-02,2026-07-01,25.74,8.9063,-40.529,0.4047,0.215,-0.3088,-0.203,1.11,97.09,79.0,1.7553,-1.0824,,2.0,25.0,65.0
mult,3M,wilder,乙,"E=25,X=70,H=2",103,2000-10-02,2026-07-01,25.74,8.7127,-40.54,0.2111,0.11,-0.5024,-0.26,1.06,95.15,77.0,2.2518,-2.0202,,2.0,25.0,70.0
price,3M,wilder,乙,"E=25,X=70,H=2",103,2000-10-02,2026-07-01,25.74,6.435,-52.433,-2.0665,-0.43,-2.78,-0.669,0.91,63.11,47.0,2.4024,-6.8415,,2.0,25.0,70.0
mult_raw,3M,wilder,乙,"E=25,X=70,H=2",103,2000-10-02,2026-07-01,25.74,9.0329,-40.529,0.5313,0.314,-0.1822,-0.118,1.08,97.09,76.0,1.6743,-0.7302,,2.0,25.0,70.0
mult,3M,wilder,乙,"E=25,X=75,H=2",103,2000-10-02,2026-07-01,25.74,9.0133,-40.54,0.5117,0.327,-0.2018,-0.082,0.99,95.15,75.0,2.2839,-1.4315,,2.0,25.0,75.0
price,3M,wilder,乙,"E=25,X=75,H=2",103,2000-10-02,2026-07-01,25.74,7.2251,-52.483,-1.2765,-0.155,-1.99,-0.38,0.89,64.08,48.0,3.7018,-6.5708,,2.0,25.0,75.0
mult_raw,3M,wilder,乙,"E=25,X=75,H=2",103,2000-10-02,2026-07-01,25.74,8.3214,-40.529,-0.1801,-0.199,-0.8936,-0.636,1.03,98.06,76.0,1.8428,-2.392,,2.0,25.0,75.0
mult,3M,wilder,乙,"E=25,X=80,H=2",103,2000-10-02,2026-07-01,25.74,9.6106,-42.596,1.1091,0.791,0.3956,0.301,0.95,96.12,75.0,2.758,-0.7022,,2.0,25.0,80.0
price,3M,wilder,乙,"E=25,X=80,H=2",103,2000-10-02,2026-07-01,25.74,6.7438,-52.5,-1.7578,-0.318,-2.4713,-0.556,0.85,66.02,49.0,1.0587,-4.813,,2.0,25.0,80.0
mult_raw,3M,wilder,乙,"E=25,X=80,H=2",103,2000-10-02,2026-07-01,25.74,9.0047,-40.54,0.5031,0.369,-0.2104,-0.111,0.96,98.06,74.0,2.1686,-1.325,,2.0,25.0,80.0
mult,3M,wilder,乙,"E=25,X=85,H=2",103,2000-10-02,2026-07-01,25.74,9.0946,-42.026,0.593,0.467,-0.1205,-0.114,0.8,100.0,72.0,2.615,-1.6188,,2.0,25.0,85.0
price,3M,wilder,乙,"E=25,X=85,H=2",103,2000-10-02,2026-07-01,25.74,4.7949,-54.888,-3.7066,-1.0,-4.4201,-1.281,0.77,72.82,41.0,-1.9104,-5.6695,,2.0,25.0,85.0
mult_raw,3M,wilder,乙,"E=25,X=85,H=2",103,2000-10-02,2026-07-01,25.74,8.188,-42.944,-0.3135,-0.464,-1.027,-1.183,0.81,99.03,72.0,1.8429,-2.6682,,2.0,25.0,85.0
mult,3M,wilder,乙,"E=25,X=90,H=2",103,2000-10-02,2026-07-01,25.74,9.2861,-43.225,0.7846,0.578,0.0711,-0.024,0.63,100.0,66.0,2.9329,-1.5628,,2.0,25.0,90.0
price,3M,wilder,乙,"E=25,X=90,H=2",103,2000-10-02,2026-07-01,25.74,7.6172,-44.565,-0.8843,0.017,-1.5978,-0.213,0.73,85.44,41.0,0.0368,-1.9003,,2.0,25.0,90.0
mult_raw,3M,wilder,乙,"E=25,X=90,H=2",103,2000-10-02,2026-07-01,25.74,8.8928,-42.762,0.3913,0.13,-0.3222,-0.566,0.62,100.0,61.0,2.7108,-2.1384,,2.0,25.0,90.0
mult,3M,wilder,乙,"E=25,X=95,H=2",103,2000-10-02,2026-07-01,25.74,8.7639,-41.614,0.2624,0.127,-0.4511,-0.589,0.38,100.0,52.0,2.9489,-2.657,,2.0,25.0,95.0
price,3M,wilder,乙,"E=25,X=95,H=2",103,2000-10-02,2026-07-01,25.74,8.3351,-43.2,-0.1665,0.199,-0.88,-0.03,0.6,93.2,41.0,1.2714,-1.7473,,2.0,25.0,95.0
mult_raw,3M,wilder,乙,"E=25,X=95,H=2",103,2000-10-02,2026-07-01,25.74,8.9509,-43.232,0.4493,0.297,-0.2642,-0.435,0.4,100.0,51.0,3.0308,-2.359,,2.0,25.0,95.0
mult,3M,wilder,乙,"E=30,X=50,H=2",103,2000-10-02,2026-07-01,25.74,10.0606,-41.459,1.5591,1.006,0.8456,0.638,1.29,98.06,81.0,3.6076,-0.6823,,2.0,30.0,50.0
price,3M,wilder,乙,"E=30,X=50,H=2",103,2000-10-02,2026-07-01,25.74,7.5305,-43.2,-0.971,-0.574,-1.6845,-0.843,0.97,64.08,50.0,1.4865,-3.6462,,2.0,30.0,50.0
mult_raw,3M,wilder,乙,"E=30,X=50,H=2",103,2000-10-02,2026-07-01,25.74,8.9834,-43.894,0.4818,0.418,-0.2317,0.047,1.33,99.03,81.0,2.6214,-1.8558,,2.0,30.0,50.0
mult,3M,wilder,乙,"E=30,X=55,H=2",103,2000-10-02,2026-07-01,25.74,9.3683,-41.459,0.8668,0.591,0.1533,0.192,1.27,99.03,82.0,2.4194,-0.8401,,2.0,30.0,55.0
