bar,rsi_kind,style,params,pair,arm_a,arm_b,agreement,jaccard,a_cagr,b_cagr,a_exc_spy,b_exc_spy,diff_exc_spy,a_exc_ew9,b_exc_ew9,diff_exc_ew9,a_t_spy,b_t_spy,N,H,E,X
1M,simple,乙,"E=30,X=55,H=2",mult_raw|mult,mult_raw,mult,0.7613,0.6304,9.4302,10.2907,0.9344,1.7949,-0.8605,0.2959,1.1563,-0.8604,0.746,1.299,,2,30.0,55.0
1M,simple,乙,"E=30,X=60,H=2",mult|price,mult,price,0.6961,0.514,9.9002,6.9563,1.4044,-1.5396,2.944,0.7659,-2.1781,2.944,1.079,-0.77,,2,30.0,60.0
1M,simple,乙,"E=30,X=60,H=2",mult_raw|price,mult_raw,price,0.6968,0.519,9.4134,6.9563,0.9175,-1.5396,2.4571,0.279,-2.1781,2.4571,0.752,-0.77,,2,30.0,60.0
1M,simple,乙,"E=30,X=60,H=2",mult_raw|mult,mult_raw,mult,0.762,0.6352,9.4134,9.9002,0.9175,1.4044,-0.4869,0.279,0.7659,-0.4869,0.752,1.079,,2,30.0,60.0
1M,simple,乙,"E=30,X=65,H=2",mult|price,mult,price,0.6953,0.52,9.4833,6.8474,0.9875,-1.6484,2.6359,0.3489,-2.287,2.6359,0.79,-0.857,,2,30.0,65.0
1M,simple,乙,"E=30,X=65,H=2",mult_raw|price,mult_raw,price,0.7022,0.5316,9.3602,6.8474,0.8644,-1.6484,2.5128,0.2258,-2.287,2.5128,0.719,-0.857,,2,30.0,65.0
1M,simple,乙,"E=30,X=65,H=2",mult_raw|mult,mult_raw,mult,0.7667,0.6458,9.3602,9.4833,0.8644,0.9875,-0.1231,0.2258,0.3489,-0.1231,0.719,0.79,,2,30.0,65.0
1M,simple,乙,"E=30,X=70,H=2",mult|price,mult,price,0.6971,0.5261,9.4864,6.4845,0.9906,-2.0114,3.002,0.352,-2.6499,3.0019,0.801,-0.987,,2,30.0,70.0
1M,simple,乙,"E=30,X=70,H=2",mult_raw|price,mult_raw,price,0.7007,0.5338,8.9062,6.4845,0.4104,-2.0114,2.4218,-0.2282,-2.6499,2.4217,0.369,-0.987,,2,30.0,70.0
1M,simple,乙,"E=30,X=70,H=2",mult_raw|mult,mult_raw,mult,0.7685,0.6512,8.9062,9.4864,0.4104,0.9906,-0.5802,-0.2282,0.352,-0.5802,0.369,0.801,,2,30.0,70.0
1M,simple,乙,"E=30,X=75,H=2",mult|price,mult,price,0.695,0.5283,9.2337,6.1807,0.7378,-2.3151,3.0529,0.0993,-2.9537,3.053,0.608,-1.184,,2,30.0,75.0
1M,simple,乙,"E=30,X=75,H=2",mult_raw|price,mult_raw,price,0.6982,0.5371,9.2338,6.1807,0.738,-2.3151,3.0531,0.0994,-2.9537,3.0531,0.641,-1.184,,2,30.0,75.0
1M,simple,乙,"E=30,X=75,H=2",mult_raw|mult,mult_raw,mult,0.7652,0.6518,9.2338,9.2337,0.738,0.7378,0.0002,0.0994,0.0993,0.0001,0.641,0.608,,2,30.0,75.0
1M,simple,乙,"E=30,X=80,H=2",mult|price,mult,price,0.6932,0.5325,9.3642,7.1678,0.8683,-1.3281,2.1964,0.2298,-1.9666,2.1964,0.717,-0.626,,2,30.0,80.0
1M,simple,乙,"E=30,X=80,H=2",mult_raw|price,mult_raw,price,0.6953,0.54,8.7133,7.1678,0.2174,-1.3281,1.5455,-0.4211,-1.9666,1.5455,0.207,-0.626,,2,30.0,80.0
1M,simple,乙,"E=30,X=80,H=2",mult_raw|mult,mult_raw,mult,0.7634,0.6537,8.7133,9.3642,0.2174,0.8683,-0.6509,-0.4211,0.2298,-0.6509,0.207,0.717,,2,30.0,80.0
1M,simple,乙,"E=30,X=85,H=2",mult|price,mult,price,0.6978,0.5443,9.4148,7.2346,0.9189,-1.2612,2.1801,0.2804,-1.8998,2.1802,0.759,-0.635,,2,30.0,85.0
1M,simple,乙,"E=30,X=85,H=2",mult_raw|price,mult_raw,price,0.6993,0.5516,8.9031,7.2346,0.4073,-1.2612,1.6685,-0.2313,-1.8998,1.6685,0.349,-0.635,,2,30.0,85.0
1M,simple,乙,"E=30,X=85,H=2",mult_raw|mult,mult_raw,mult,0.7627,0.6572,8.9031,9.4148,0.4073,0.9189,-0.5116,-0.2313,0.2804,-0.5117,0.349,0.759,,2,30.0,85.0
1M,simple,乙,"E=30,X=90,H=2",mult|price,mult,price,0.7,0.551,9.3829,6.8398,0.887,-1.656,2.543,0.2485,-2.2946,2.5431,0.735,-0.872,,2,30.0,90.0
1M,simple,乙,"E=30,X=90,H=2",mult_raw|price,mult_raw,price,0.7065,0.5651,8.6155,6.8398,0.1197,-1.656,1.7757,-0.5188,-2.2946,1.7758,0.099,-0.872,,2,30.0,90.0
1M,simple,乙,"E=30,X=90,H=2",mult_raw|mult,mult_raw,mult,0.772,0.6732,8.6155,9.3829,0.1197,0.887,-0.7673,-0.5188,0.2485,-0.7673,0.099,0.735,,2,30.0,90.0
1M,simple,乙,"E=30,X=95,H=2",mult|price,mult,price,0.7047,0.5615,9.599,6.3538,1.1032,-2.1421,3.2453,0.4646,-2.7806,3.2452,0.925,-1.168,,2,30.0,95.0
1M,simple,乙,"E=30,X=95,H=2",mult_raw|price,mult_raw,price,0.7072,0.5702,8.9417,6.3538,0.4459,-2.1421,2.588,-0.1927,-2.7806,2.5879,0.359,-1.168,,2,30.0,95.0
1M,simple,乙,"E=30,X=95,H=2",mult_raw|mult,mult_raw,mult,0.7738,0.6789,8.9417,9.599,0.4459,1.1032,-0.6573,-0.1927,0.4646,-0.6573,0.359,0.925,,2,30.0,95.0
1M,simple,乙,"E=35,X=50,H=2",mult|price,mult,price,0.6935,0.5191,9.8916,7.9189,1.3958,-0.5769,1.9727,0.7572,-1.2154,1.9726,1.017,-0.247,,2,35.0,50.0
1M,simple,乙,"E=35,X=50,H=2",mult_raw|price,mult_raw,price,0.6989,0.526,8.2525,7.9189,-0.2433,-0.5769,0.3336,-0.8819,-1.2154,0.3335,-0.068,-0.247,,2,35.0,50.0
1M,simple,乙,"E=35,X=50,H=2",mult_raw|mult,mult_raw,mult,0.7695,0.6494,8.2525,9.8916,-0.2433,1.3958,-1.6391,-0.8819,0.7572,-1.6391,-0.068,1.017,,2,35.0,50.0
1M,simple,乙,"E=35,X=55,H=2",mult|price,mult,price,0.6914,0.5211,9.9749,7.6874,1.4791,-0.8084,2.2875,0.8405,-1.4469,2.2874,1.096,-0.384,,2,35.0,55.0
1M,simple,乙,"E=35,X=55,H=2",mult_raw|price,mult_raw,price,0.6996,0.5324,8.5184,7.6874,0.0225,-0.8084,0.8309,-0.616,-1.4469,0.8309,0.109,-0.384,,2,35.0,55.0
1M,simple,乙,"E=35,X=55,H=2",mult_raw|mult,mult_raw,mult,0.7695,0.6536,8.5184,9.9749,0.0225,1.4791,-1.4566,-0.616,0.8405,-1.4565,0.109,1.096,,2,35.0,55.0
1M,simple,乙,"E=35,X=60,H=2",mult|price,mult,price,0.6903,0.525,9.6898,7.6683,1.194,-0.8275,2.0215,0.5554,-1.4661,2.0215,0.929,-0.38,,2,35.0,60.0
1M,simple,乙,"E=35,X=60,H=2",mult_raw|price,mult_raw,price,0.7029,0.5415,8.3746,7.6683,-0.1212,-0.8275,0.7063,-0.7598,-1.4661,0.7063,0.013,-0.38,,2,35.0,60.0
1M,simple,乙,"E=35,X=60,H=2",mult_raw|mult,mult_raw,mult,0.7681,0.6551,8.3746,9.6898,-0.1212,1.194,-1.3152,-0.7598,0.5554,-1.3152,0.013,0.929,,2,35.0,60.0
1M,simple,乙,"E=35,X=65,H=2",mult|price,mult,price,0.6921,0.5342,9.5224,7.5833,1.0265,-0.9125,1.939,0.388,-1.551,1.939,0.819,-0.439,,2,35.0,65.0
1M,simple,乙,"E=35,X=65,H=2",mult_raw|price,mult_raw,price,0.7065,0.5522,8.3495,7.5833,-0.1464,-0.9125,0.7661,-0.7849,-1.551,0.7661,-0.013,-0.439,,2,35.0,65.0
1M,simple,乙,"E=35,X=65,H=2",mult_raw|mult,mult_raw,mult,0.7706,0.6633,8.3495,9.5224,-0.1464,1.0265,-1.1729,-0.7849,0.388,-1.1729,-0.013,0.819,,2,35.0,65.0
1M,simple,乙,"E=35,X=70,H=2",mult|price,mult,price,0.6957,0.5418,9.5186,6.883,1.0227,-1.6128,2.6355,0.3842,-2.2513,2.6355,0.822,-0.794,,2,35.0,70.0
1M,simple,乙,"E=35,X=70,H=2",mult_raw|price,mult_raw,price,0.7061,0.5551,8.2117,6.883,-0.2842,-1.6128,1.3286,-0.9227,-2.2513,1.3286,-0.11,-0.794,,2,35.0,70.0
1M,simple,乙,"E=35,X=70,H=2",mult_raw|mult,mult_raw,mult,0.7717,0.6672,8.2117,9.5186,-0.2842,1.0227,-1.3069,-0.9227,0.3842,-1.3069,-0.11,0.822,,2,35.0,70.0
1M,simple,乙,"E=35,X=75,H=2",mult|price,mult,price,0.6957,0.546,9.2863,6.6859,0.7904,-1.81,2.6004,0.1519,-2.4485,2.6004,0.642,-0.908,,2,35.0,75.0
1M,simple,乙,"E=35,X=75,H=2",mult_raw|price,mult_raw,price,0.7029,0.5572,8.0653,6.6859,-0.4306,-1.81,1.3794,-1.0691,-2.4485,1.3794,-0.207,-0.908,,2,35.0,75.0
1M,simple,乙,"E=35,X=75,H=2",mult_raw|mult,mult_raw,mult,0.7728,0.6727,8.0653,9.2863,-0.4306,0.7904,-1.221,-1.0691,0.1519,-1.221,-0.207,0.642,,2,35.0,75.0
1M,simple,乙,"E=35,X=80,H=2",mult|price,mult,price,0.6935,0.5498,9.412,7.6744,0.9162,-0.8214,1.7376,0.2776,-1.46,1.7376,0.756,-0.346,,2,35.0,80.0
1M,simple,乙,"E=35,X=80,H=2",mult_raw|price,mult_raw,price,0.7,0.5599,7.667,7.6744,-0.8288,-0.8214,-0.0074,-1.4674,-1.46,-0.0074,-0.506,-0.346,,2,35.0,80.0
1M,simple,乙,"E=35,X=80,H=2",mult_raw|mult,mult_raw,mult,0.7713,0.6753,7.667,9.412,-0.8288,0.9162,-1.745,-1.4674,0.2776,-1.745,-0.506,0.756,,2,35.0,80.0
1M,simple,乙,"E=35,X=85,H=2",mult|price,mult,price,0.6946,0.5576,9.4809,7.7204,0.9851,-0.7755,1.7606,0.3465,-1.414,1.7605,0.817,-0.361,,2,35.0,85.0
1M,simple,乙,"E=35,X=85,H=2",mult_raw|price,mult_raw,price,0.7036,0.5708,7.9109,7.7204,-0.585,-0.7755,0.1905,-1.2235,-1.414,0.1905,-0.344,-0.361,,2,35.0,85.0
1M,simple,乙,"E=35,X=85,H=2",mult_raw|mult,mult_raw,mult,0.7717,0.6804,7.9109,9.4809,-0.585,0.9851,-1.5701,-1.2235,0.3465,-1.57,-0.344,0.817,,2,35.0,85.0
1M,simple,乙,"E=35,X=90,H=2",mult|price,mult,price,0.6982,0.5655,9.3806,7.3819,0.8847,-1.1139,1.9986,0.2462,-1.7524,1.9986,0.735,-0.562,,2,35.0,90.0
1M,simple,乙,"E=35,X=90,H=2",mult_raw|price,mult_raw,price,0.7075,0.5796,7.9726,7.3819,-0.5232,-1.1139,0.5907,-1.1618,-1.7524,0.5906,-0.312,-0.562,,2,35.0,90.0
1M,simple,乙,"E=35,X=90,H=2",mult_raw|mult,mult_raw,mult,0.7771,0.6905,7.9726,9.3806,-0.5232,0.8847,-1.4079,-1.1618,0.2462,-1.408,-0.312,0.735,,2,35.0,90.0
1M,simple,乙,"E=35,X=95,H=2",mult|price,mult,price,0.7025,0.575,9.6624,6.8348,1.1666,-1.661,2.8276,0.528,-2.2996,2.8276,0.968,-0.894,,2,35.0,95.0
1M,simple,乙,"E=35,X=95,H=2",mult_raw|price,mult_raw,price,0.7075,0.5837,8.2653,6.8348,-0.2306,-1.661,1.4304,-0.8691,-2.2996,1.4305,-0.112,-0.894,,2,35.0,95.0
1M,simple,乙,"E=35,X=95,H=2",mult_raw|mult,mult_raw,mult,0.7806,0.6979,8.2653,9.6624,-0.2306,1.1666,-1.3972,-0.8691,0.528,-1.3971,-0.112,0.968,,2,35.0,95.0
1M,simple,乙,"E=40,X=50,H=2",mult|price,mult,price,0.691,0.5308,10.1495,9.1691,1.6537,0.6733,0.9804,1.0151,0.0348,0.9803,1.25,0.429,,2,40.0,50.0
1M,simple,乙,"E=40,X=50,H=2",mult_raw|price,mult_raw,price,0.7036,0.5449,8.5489,9.1691,0.053,0.6733,-0.6203,-0.5855,0.0348,-0.6203,0.122,0.429,,2,40.0,50.0
1M,simple,乙,"E=40,X=50,H=2",mult_raw|mult,mult_raw,mult,0.7688,0.6576,8.5489,10.1495,0.053,1.6537,-1.6007,-0.5855,1.0151,-1.6006,0.122,1.25,,2,40.0,50.0
1M,simple,乙,"E=40,X=55,H=2",mult|price,mult,price,0.6889,0.5326,10.2361,9.2659,1.7403,0.7701,0.9702,1.1017,0.1315,0.9702,1.34,0.454,,2,40.0,55.0
1M,simple,乙,"E=40,X=55,H=2",mult_raw|price,mult_raw,price,0.7029,0.5492,8.7442,9.2659,0.2483,0.7701,-0.5218,-0.3902,0.1315,-0.5217,0.255,0.454,,2,40.0,55.0
1M,simple,乙,"E=40,X=55,H=2",mult_raw|mult,mult_raw,mult,0.771,0.664,8.7442,10.2361,0.2483,1.7403,-1.492,-0.3902,1.1017,-1.4919,0.255,1.34,,2,40.0,55.0
1M,simple,乙,"E=40,X=60,H=2",mult|price,mult,price,0.6871,0.5356,9.8679,9.2566,1.3721,0.7607,0.6114,0.7335,0.1222,0.6113,1.109,0.456,,2,40.0,60.0
1M,simple,乙,"E=40,X=60,H=2",mult_raw|price,mult_raw,price,0.7072,0.5593,8.5433,9.2566,0.0474,0.7607,-0.7133,-0.5911,0.1222,-0.7133,0.123,0.456,,2,40.0,60.0
1M,simple,乙,"E=40,X=60,H=2",mult_raw|mult,mult_raw,mult,0.7699,0.6658,8.5433,9.8679,0.0474,1.3721,-1.3247,-0.5911,0.7335,-1.3246,0.123,1.109,,2,40.0,60.0
1M,simple,乙,"E=40,X=65,H=2",mult|price,mult,price,0.6885,0.5441,9.7348,9.2216,1.239,0.7258,0.5132,0.6004,0.0872,0.5132,1.016,0.456,,2,40.0,65.0
1M,simple,乙,"E=40,X=65,H=2",mult_raw|price,mult_raw,price,0.7111,0.5699,8.6641,9.2216,0.1682,0.7258,-0.5576,-0.4703,0.0872,-0.5575,0.202,0.456,,2,40.0,65.0
1M,simple,乙,"E=40,X=65,H=2",mult_raw|mult,mult_raw,mult,0.7703,0.6704,8.6641,9.7348,0.1682,1.239,-1.0708,-0.4703,0.6004,-1.0707,0.202,1.016,,2,40.0,65.0
1M,simple,乙,"E=40,X=70,H=2",mult|price,mult,price,0.6946,0.5546,9.7615,8.4722,1.2657,-0.0237,1.2894,0.6271,-0.6622,1.2893,1.044,0.09,,2,40.0,70.0
1M,simple,乙,"E=40,X=70,H=2",mult_raw|price,mult_raw,price,0.7122,0.5745,8.5449,8.4722,0.0491,-0.0237,0.0728,-0.5894,-0.6622,0.0728,0.119,0.09,,2,40.0,70.0
1M,simple,乙,"E=40,X=70,H=2",mult_raw|mult,mult_raw,mult,0.7703,0.673,8.5449,9.7615,0.0491,1.2657,-1.2166,-0.5894,0.6271,-1.2165,0.119,1.044,,2,40.0,70.0
1M,simple,乙,"E=40,X=75,H=2",mult|price,mult,price,0.6964,0.56,9.4878,8.3181,0.992,-0.1778,1.1698,0.3535,-0.8163,1.1698,0.826,-0.003,,2,40.0,75.0
1M,simple,乙,"E=40,X=75,H=2",mult_raw|price,mult_raw,price,0.7065,0.5732,8.343,8.3181,-0.1529,-0.1778,0.0249,-0.7914,-0.8163,0.0249,-0.011,-0.003,,2,40.0,75.0
1M,simple,乙,"E=40,X=75,H=2",mult_raw|mult,mult_raw,mult,0.772,0.6788,8.343,9.4878,-0.1529,0.992,-1.1449,-0.7914,0.3535,-1.1449,-0.011,0.826,,2,40.0,75.0
1M,simple,乙,"E=40,X=80,H=2",mult|price,mult,price,0.6964,0.565,9.6504,9.1136,1.1545,0.6178,0.5367,0.516,-0.0208,0.5368,0.981,0.455,,2,40.0,80.0
1M,simple,乙,"E=40,X=80,H=2",mult_raw|price,mult_raw,price,0.7032,0.5747,7.8966,9.1136,-0.5992,0.6178,-1.217,-1.2378,-0.0208,-1.217,-0.352,0.455,,2,40.0,80.0
1M,simple,乙,"E=40,X=80,H=2",mult_raw|mult,mult_raw,mult,0.771,0.6816,7.8966,9.6504,-0.5992,1.1545,-1.7537,-1.2378,0.516,-1.7538,-0.352,0.981,,2,40.0,80.0
1M,simple,乙,"E=40,X=85,H=2",mult|price,mult,price,0.6993,0.5748,9.7068,9.1662,1.2109,0.6703,0.5406,0.5724,0.0318,0.5406,1.038,0.462,,2,40.0,85.0
1M,simple,乙,"E=40,X=85,H=2",mult_raw|price,mult_raw,price,0.7093,0.5881,8.134,9.1662,-0.3619,0.6703,-1.0322,-1.0004,0.0318,-1.0322,-0.193,0.462,,2,40.0,85.0
1M,simple,乙,"E=40,X=85,H=2",mult_raw|mult,mult_raw,mult,0.7706,0.6857,8.134,9.7068,-0.3619,1.2109,-1.5728,-1.0004,0.5724,-1.5728,-0.193,1.038,,2,40.0,85.0
1M,simple,乙,"E=40,X=90,H=2",mult|price,mult,price,0.7029,0.5815,9.5751,8.8209,1.0793,0.325,0.7543,0.4408,-0.3135,0.7543,0.908,0.257,,2,40.0,90.0
1M,simple,乙,"E=40,X=90,H=2",mult_raw|price,mult_raw,price,0.7111,0.5944,8.1775,8.8209,-0.3183,0.325,-0.6433,-0.9568,-0.3135,-0.6433,-0.172,0.257,,2,40.0,90.0
1M,simple,乙,"E=40,X=90,H=2",mult_raw|mult,mult_raw,mult,0.7774,0.6965,8.1775,9.5751,-0.3183,1.0793,-1.3976,-0.9568,0.4408,-1.3976,-0.172,0.908,,2,40.0,90.0
1M,simple,乙,"E=40,X=95,H=2",mult|price,mult,price,0.7065,0.5901,9.5914,8.2534,1.0955,-0.2424,1.3379,0.457,-0.881,1.338,0.944,-0.079,,2,40.0,95.0
1M,simple,乙,"E=40,X=95,H=2",mult_raw|price,mult_raw,price,0.7115,0.5987,8.4673,8.2534,-0.0286,-0.2424,0.2138,-0.6671,-0.881,0.2139,0.029,-0.079,,2,40.0,95.0
1M,simple,乙,"E=40,X=95,H=2",mult_raw|mult,mult_raw,mult,0.7785,0.701,8.4673,9.5914,-0.0286,1.0955,-1.1241,-0.6671,0.457,-1.1241,0.029,0.944,,2,40.0,95.0
1M,simple,甲,"N=1,H=3",mult|price,mult,price,0.8616,0.2326,8.4374,6.3461,-0.0584,-2.1498,2.0914,-0.6969,-2.7883,2.0914,0.222,-0.403,1.0,3,,
1M,simple,甲,"N=1,H=3",mult_raw|price,mult_raw,price,0.8495,0.1923,7.8002,6.3461,-0.6956,-2.1498,1.4542,-1.3342,-2.7883,1.4541,-0.06,-0.403,1.0,3,,
1M,simple,甲,"N=1,H=3",mult_raw|mult,mult_raw,mult,0.8659,0.2475,7.8002,8.4374,-0.6956,-0.0584,-0.6372,-1.3342,-0.6969,-0.6373,-0.06,0.222,1.0,3,,
1M,simple,甲,"N=2,H=3",mult|price,mult,price,0.7541,0.2876,11.7839,8.7231,3.2881,0.2273,3.0608,2.6496,-0.4112,3.0608,1.97,0.467,2.0,3,,
1M,simple,甲,"N=2,H=3",mult_raw|price,mult_raw,price,0.7484,0.277,8.5934,8.7231,0.0976,0.2273,-0.1297,-0.541,-0.4112,-0.1298,0.261,0.467,2.0,3,,
1M,simple,甲,"N=2,H=3",mult_raw|mult,mult_raw,mult,0.795,0.3687,8.5934,11.7839,0.0976,3.2881,-3.1905,-0.541,2.6496,-3.1906,0.261,1.97,2.0,3,,
1M,simple,甲,"N=3,H=3",mult|price,mult,price,0.6853,0.3587,11.5235,7.7524,3.0276,-0.7434,3.771,2.3891,-1.382,3.7711,1.994,-0.1,3.0,3,,
1M,simple,甲,"N=3,H=3",mult_raw|price,mult_raw,price,0.6552,0.3182,8.5026,7.7524,0.0067,-0.7434,0.7501,-0.6318,-1.382,0.7502,0.119,-0.1,3.0,3,,
1M,simple,甲,"N=3,H=3",mult_raw|mult,mult_raw,mult,0.7577,0.4669,8.5026,11.5235,0.0067,3.0276,-3.0209,-0.6318,2.3891,-3.0209,0.119,1.994,3.0,3,,
1M,simple,乙,"E=5,X=50,H=3",mult|price,mult,price,0.7244,0.5064,9.8844,6.3537,1.3885,-2.1422,3.5307,0.75,-2.7807,3.5307,0.971,-0.866,,3,5.0,50.0
1M,simple,乙,"E=5,X=50,H=3",mult_raw|price,mult_raw,price,0.7215,0.4955,8.1934,6.3537,-0.3025,-2.1422,1.8397,-0.941,-2.7807,1.8397,-0.158,-0.866,,3,5.0,50.0
1M,simple,乙,"E=5,X=50,H=3",mult_raw|mult,mult_raw,mult,0.6889,0.5014,8.1934,9.8844,-0.3025,1.3885,-1.691,-0.941,0.75,-1.691,-0.158,0.971,,3,5.0,50.0
1M,simple,乙,"E=5,X=55,H=3",mult|price,mult,price,0.7254,0.5121,9.9064,6.2869,1.4105,-2.2089,3.6194,0.772,-2.8475,3.6195,1.003,-0.989,,3,5.0,55.0
1M,simple,乙,"E=5,X=55,H=3",mult_raw|price,mult_raw,price,0.7197,0.4994,8.2951,6.2869,-0.2008,-2.2089,2.0081,-0.8393,-2.8475,2.0082,-0.081,-0.989,,3,5.0,55.0
1M,simple,乙,"E=5,X=55,H=3",mult_raw|mult,mult_raw,mult,0.6939,0.5114,8.2951,9.9064,-0.2008,1.4105,-1.6113,-0.8393,0.772,-1.6113,-0.081,1.003,,3,5.0,55.0
1M,simple,乙,"E=5,X=60,H=3",mult|price,mult,price,0.7183,0.5075,9.8599,6.2082,1.364,-2.2877,3.6517,0.7255,-2.9262,3.6517,1.002,-1.028,,3,5.0,60.0
1M,simple,乙,"E=5,X=60,H=3",mult_raw|price,mult_raw,price,0.7208,0.5066,8.3932,6.2082,-0.1026,-2.2877,2.1851,-0.7412,-2.9262,2.185,-0.018,-1.028,,3,5.0,60.0
1M,simple,乙,"E=5,X=60,H=3",mult_raw|mult,mult_raw,mult,0.6935,0.5148,8.3932,9.8599,-0.1026,1.364,-1.4666,-0.7412,0.7255,-1.4667,-0.018,1.002,,3,5.0,60.0
1M,simple,乙,"E=5,X=65,H=3",mult|price,mult,price,0.7133,0.5077,10.0662,6.0574,1.5703,-2.4385,4.0088,0.9318,-3.077,4.0088,1.145,-1.131,,3,5.0,65.0
1M,simple,乙,"E=5,X=65,H=3",mult_raw|price,mult_raw,price,0.7254,0.5207,8.2436,6.0574,-0.2523,-2.4385,2.1862,-0.8908,-3.077,2.1862,-0.127,-1.131,,3,5.0,65.0
1M,simple,乙,"E=5,X=65,H=3",mult_raw|mult,mult_raw,mult,0.6953,0.5225,8.2436,10.0662,-0.2523,1.5703,-1.8226,-0.8908,0.9318,-1.8226,-0.127,1.145,,3,5.0,65.0
1M,simple,乙,"E=5,X=70,H=3",mult|price,mult,price,0.714,0.5107,10.1243,5.0779,1.6284,-3.4179,5.0463,0.9899,-4.0565,5.0464,1.173,-1.591,,3,5.0,70.0
1M,simple,乙,"E=5,X=70,H=3",mult_raw|price,mult_raw,price,0.7276,0.5262,8.1919,5.0779,-0.304,-3.4179,3.1139,-0.9425,-4.0565,3.114,-0.176,-1.591,,3,5.0,70.0
1M,simple,乙,"E=5,X=70,H=3",mult_raw|mult,mult_raw,mult,0.6932,0.5231,8.1919,10.1243,-0.304,1.6284,-1.9324,-0.9425,0.9899,-1.9324,-0.176,1.173,,3,5.0,70.0
1M,simple,乙,"E=5,X=75,H=3",mult|price,mult,price,0.7122,0.5113,10.2378,5.0867,1.742,-3.4091,5.1511,1.1034,-4.0477,5.1511,1.252,-1.585,,3,5.0,75.0
1M,simple,乙,"E=5,X=75,H=3",mult_raw|price,mult_raw,price,0.7247,0.528,8.6163,5.0867,0.1205,-3.4091,3.5296,-0.518,-4.0477,3.5297,0.142,-1.585,,3,5.0,75.0
1M,simple,乙,"E=5,X=75,H=3",mult_raw|mult,mult_raw,mult,0.6892,0.5221,8.6163,10.2378,0.1205,1.742,-1.6215,-0.518,1.1034,-1.6214,0.142,1.252,,3,5.0,75.0
1M,simple,乙,"E=5,X=80,H=3",mult|price,mult,price,0.7057,0.5078,10.7527,5.3545,2.2568,-3.1413,5.3981,1.6183,-3.7799,5.3982,1.598,-1.51,,3,5.0,80.0
1M,simple,乙,"E=5,X=80,H=3",mult_raw|price,mult_raw,price,0.7161,0.5238,7.9732,5.3545,-0.5226,-3.1413,2.6187,-1.1611,-3.7799,2.6188,-0.36,-1.51,,3,5.0,80.0
1M,simple,乙,"E=5,X=80,H=3",mult_raw|mult,mult_raw,mult,0.6892,0.528,7.9732,10.7527,-0.5226,2.2568,-2.7794,-1.1611,1.6183,-2.7794,-0.36,1.598,,3,5.0,80.0
1M,simple,乙,"E=5,X=85,H=3",mult|price,mult,price,0.7082,0.5161,10.8453,5.3809,2.3494,-3.115,5.4644,1.7109,-3.7535,5.4644,1.665,-1.493,,3,5.0,85.0
1M,simple,乙,"E=5,X=85,H=3",mult_raw|price,mult_raw,price,0.7118,0.5234,8.4672,5.3809,-0.0286,-3.115,3.0864,-0.6672,-3.7535,3.0863,0.014,-1.493,,3,5.0,85.0
1M,simple,乙,"E=5,X=85,H=3",mult_raw|mult,mult_raw,mult,0.6882,0.5305,8.4672,10.8453,-0.0286,2.3494,-2.378,-0.6672,1.7109,-2.3781,0.014,1.665,,3,5.0,85.0
1M,simple,乙,"E=5,X=90,H=3",mult|price,mult,price,0.7068,0.5171,10.6577,4.9895,2.1618,-3.5063,5.6681,1.5233,-4.1449,5.6682,1.542,-1.701,,3,5.0,90.0
1M,simple,乙,"E=5,X=90,H=3",mult_raw|price,mult_raw,price,0.7104,0.5253,8.7699,4.9895,0.274,-3.5063,3.7803,-0.3645,-4.1449,3.7804,0.237,-1.701,,3,5.0,90.0
1M,simple,乙,"E=5,X=90,H=3",mult_raw|mult,mult_raw,mult,0.6896,0.5359,8.7699,10.6577,0.274,2.1618,-1.8878,-0.3645,1.5233,-1.8878,0.237,1.542,,3,5.0,90.0
1M,simple,乙,"E=5,X=95,H=3",mult|price,mult,price,0.7086,0.5257,10.5886,4.9922,2.0928,-3.5036,5.5964,1.4542,-4.1422,5.5964,1.57,-1.705,,3,5.0,95.0
1M,simple,乙,"E=5,X=95,H=3",mult_raw|price,mult_raw,price,0.7115,0.5312,8.8225,4.9922,0.3266,-3.5036,3.8302,-0.3119,-4.1422,3.8303,0.265,-1.705,,3,5.0,95.0
1M,simple,乙,"E=5,X=95,H=3",mult_raw|mult,mult_raw,mult,0.6867,0.5378,8.8225,10.5886,0.3266,2.0928,-1.7662,-0.3119,1.4542,-1.7661,0.265,1.57,,3,5.0,95.0
1M,simple,乙,"E=10,X=50,H=3",mult|price,mult,price,0.7111,0.5031,10.4448,6.4326,1.9489,-2.0632,4.0121,1.3104,-2.7018,4.0122,1.302,-0.863,,3,10.0,50.0
1M,simple,乙,"E=10,X=50,H=3",mult_raw|price,mult_raw,price,0.7047,0.4907,8.4479,6.4326,-0.048,-2.0632,2.0152,-0.6865,-2.7018,2.0153,0.047,-0.863,,3,10.0,50.0
1M,simple,乙,"E=10,X=50,H=3",mult_raw|mult,mult_raw,mult,0.7025,0.5319,8.4479,10.4448,-0.048,1.9489,-1.9969,-0.6865,1.3104,-1.9969,0.047,1.302,,3,10.0,50.0
1M,simple,乙,"E=10,X=55,H=3",mult|price,mult,price,0.7133,0.5098,10.4347,6.3716,1.9389,-2.1243,4.0632,1.3003,-2.7628,4.0631,1.318,-0.989,,3,10.0,55.0
